date_he,forecast_price,actual_price,forecast_ail,actual_ail,ail_diff
2022-11-01 01:00:00,69.92,68.27,9317,9319,-2
2022-11-01 02:00:00,66.19,66.24,9243,9206,37
2022-11-01 03:00:00,64.99,67.58,9140,9118,22
2022-11-01 04:00:00,67.81,91.73,9112,9092,20
2022-11-01 05:00:00,99.33,118.89,9113,9091,22
2022-11-01 06:00:00,104.11,121.03,9221,9288,-67
2022-11-01 07:00:00,97.81,121.68,9623,9701,-78
2022-11-01 08:00:00,298.02,155.76,10157,10128,29
2022-11-01 09:00:00,187.25,145.0,10259,10300,-41
2022-11-01 10:00:00,178.93,274.58,10289,10367,-78
2022-11-01 11:00:00,201.2,215.07,10297,10267,30
2022-11-01 12:00:00,133.33,166.44,10241,10257,-16
2022-11-01 13:00:00,167.4,162.28,10263,10282,-19
2022-11-01 14:00:00,187.25,197.89,10316,10342,-26
2022-11-01 15:00:00,187.25,265.66,10309,10253,56
2022-11-01 16:00:00,615.22,500.0,10231,10203,28
2022-11-01 17:00:00,620.47,508.9,10290,10255,35
2022-11-01 18:00:00,615.22,609.85,10285,10355,-70
2022-11-01 19:00:00,677.95,609.16,10458,10373,85
2022-11-01 20:00:00,513.31,504.63,10280,10263,17
2022-11-01 21:00:00,311.48,228.31,10147,10090,57
2022-11-01 22:00:00,105.76,82.4,9943,10017,-74
2022-11-01 23:00:00,79.88,72.57,9831,9866,-35
2022-11-02 00:00:00,77.95,78.44,9617,9608,9
2022-11-02 01:00:00,79.1,84.03,9465,9467,-2
2022-11-02 02:00:00,94.31,76.02,9399,9439,-40
2022-11-02 03:00:00,75.21,75.26,9384,9384,0
2022-11-02 04:00:00,75.15,74.86,9384,9361,23
2022-11-02 05:00:00,75.19,75.06,9417,9398,19
2022-11-02 06:00:00,78.25,84.12,9547,9547,0
2022-11-02 07:00:00,148.55,86.55,9879,9925,-46
2022-11-02 08:00:00,98.56,83.19,10304,10335,-31
2022-11-02 09:00:00,75.18,77.56,10443,10532,-89
2022-11-02 10:00:00,91.3,111.72,10512,10590,-78
2022-11-02 11:00:00,94.61,96.96,10623,10700,-77
2022-11-02 12:00:00,93.01,94.12,10362,10749,-387
2022-11-02 13:00:00,483.05,80.0,10684,10771,-87
2022-11-02 14:00:00,74.44,75.79,10771,10766,5
2022-11-02 15:00:00,75.76,81.62,10729,10704,25
2022-11-02 16:00:00,85.26,462.17,10721,10663,58
2022-11-02 17:00:00,518.18,489.73,10698,10637,61
2022-11-02 18:00:00,91.16,213.85,10661,10691,-30
2022-11-02 19:00:00,164.63,480.19,10804,10738,66
2022-11-02 20:00:00,553.29,534.53,10675,10661,14
2022-11-02 21:00:00,744.2,624.86,10509,10426,83
2022-11-02 22:00:00,307.36,188.87,10212,10250,-38
2022-11-02 23:00:00,73.32,107.4,10074,10064,10
2022-11-03 00:00:00,79.21,77.19,9861,9863,-2
2022-11-03 01:00:00,84.77,79.91,9700,9637,63
2022-11-03 02:00:00,78.39,80.37,9550,9536,14
2022-11-03 03:00:00,212.92,124.51,9501,9506,-5
2022-11-03 04:00:00,142.92,140.58,9512,9448,64
2022-11-03 05:00:00,151.46,169.83,9515,9431,84
2022-11-03 06:00:00,729.2,676.94,9571,9531,40
2022-11-03 07:00:00,687.45,771.63,9829,9873,-44
2022-11-03 08:00:00,589.88,737.52,10279,10346,-67
2022-11-03 09:00:00,775.22,791.47,10528,10551,-23
2022-11-03 10:00:00,96.92,335.63,10540,10513,27
2022-11-03 11:00:00,95.01,81.31,10522,10552,-30
2022-11-03 12:00:00,63.45,59.38,10553,10635,-82
2022-11-03 13:00:00,56.41,55.18,10625,10699,-74
2022-11-03 14:00:00,56.83,52.04,10678,10672,6
2022-11-03 15:00:00,54.61,47.83,10641,10663,-22
2022-11-03 16:00:00,45.38,45.02,10664,10678,-14
2022-11-03 17:00:00,44.47,46.14,10758,10716,42
2022-11-03 18:00:00,56.46,64.9,10736,10736,0
2022-11-03 19:00:00,78.19,77.69,10848,10880,-32
2022-11-03 20:00:00,77.94,75.88,10844,10837,7
2022-11-03 21:00:00,63.46,72.21,10713,10720,-7
2022-11-03 22:00:00,69.62,74.45,10517,10567,-50
2022-11-03 23:00:00,57.55,58.8,10310,10242,68
2022-11-04 00:00:00,61.42,61.97,10004,9982,22
2022-11-04 01:00:00,60.79,60.48,9819,9799,20
2022-11-04 02:00:00,71.35,64.2,9703,9658,45
2022-11-04 03:00:00,55.09,55.09,9564,9546,18
2022-11-04 04:00:00,60.0,68.73,9552,9582,-30
2022-11-04 05:00:00,54.83,55.17,9629,9607,22
2022-11-04 06:00:00,58.11,56.48,9729,9743,-14
2022-11-04 07:00:00,72.67,74.84,10060,10097,-37
2022-11-04 08:00:00,63.12,71.61,10450,10541,-91
2022-11-04 09:00:00,80.0,79.5,10720,10731,-11
2022-11-04 10:00:00,74.89,64.43,10727,10729,-2
2022-11-04 11:00:00,53.15,51.58,10707,10765,-58
2022-11-04 12:00:00,36.63,44.45,10697,10700,-3
2022-11-04 13:00:00,48.04,53.66,10640,10620,20
2022-11-04 14:00:00,34.69,49.4,10585,10576,9
2022-11-04 15:00:00,58.64,74.75,10506,10527,-21
2022-11-04 16:00:00,78.88,88.14,10453,10479,-26
2022-11-04 17:00:00,89.65,85.43,10532,10557,-25
2022-11-04 18:00:00,77.76,79.58,10600,10637,-37
2022-11-04 19:00:00,79.75,77.09,10728,10745,-17
2022-11-04 20:00:00,75.35,80.79,10685,10682,3
2022-11-04 21:00:00,89.91,77.36,10547,10479,68
2022-11-04 22:00:00,78.26,78.13,10307,10302,5
2022-11-04 23:00:00,56.31,57.88,10111,10090,21
2022-11-05 00:00:00,54.37,57.59,9880,9856,24
2022-11-05 01:00:00,54.41,62.08,9682,9681,1
2022-11-05 02:00:00,57.11,63.23,9556,9542,14
2022-11-05 03:00:00,67.06,71.33,9486,9458,28
2022-11-05 04:00:00,87.65,133.59,9442,9442,0
2022-11-05 05:00:00,192.19,143.92,9475,9383,92
2022-11-05 06:00:00,87.65,65.62,9421,9502,-81
2022-11-05 07:00:00,23.26,34.62,9621,9664,-43
2022-11-05 08:00:00,36.49,42.11,9828,9868,-40
2022-11-05 09:00:00,53.56,53.88,10077,10159,-82
2022-11-05 10:00:00,71.4,69.55,10295,10319,-24
2022-11-05 11:00:00,70.97,67.45,10407,10486,-79
2022-11-05 12:00:00,57.27,57.37,10571,10566,5
2022-11-05 13:00:00,54.32,55.23,10565,10603,-38
2022-11-05 14:00:00,52.28,49.34,10591,10591,0
2022-11-05 15:00:00,46.05,48.37,10582,10586,-4
2022-11-05 16:00:00,48.78,51.37,10620,10610,10
2022-11-05 17:00:00,56.02,55.82,10699,10656,43
2022-11-05 18:00:00,68.51,66.4,10767,10800,-33
2022-11-05 19:00:00,70.47,64.43,10888,10842,46
2022-11-05 20:00:00,55.17,57.65,10749,10755,-6
2022-11-05 21:00:00,54.75,54.51,10627,10625,2
2022-11-05 22:00:00,55.33,55.42,10485,10474,11
2022-11-05 23:00:00,57.2,56.68,10324,10286,38
2022-11-06 00:00:00,54.22,55.98,10074,10036,38
2022-11-06 01:00:00,57.87,57.98,9869,9834,35
2022-11-06 02:00:00,53.07,54.11,9730,9705,25
2022-11-06 03:00:00,53.07,53.74,9651,9552,99
2022-11-06 04:00:00,54.11,55.0,9531,9541,-10
2022-11-06 05:00:00,54.22,57.31,9547,9544,3
2022-11-06 06:00:00,71.45,70.18,9643,9662,-19
2022-11-06 07:00:00,70.86,71.25,9753,9816,-63
2022-11-06 08:00:00,207.52,196.72,9943,9951,-8
2022-11-06 09:00:00,72.42,203.09,10049,10084,-35
2022-11-06 10:00:00,235.11,167.26,10252,10186,66
2022-11-06 11:00:00,75.1,153.92,10315,10357,-42
2022-11-06 12:00:00,73.82,88.36,10424,10522,-98
2022-11-06 13:00:00,139.05,78.43,10557,10565,-8
2022-11-06 14:00:00,74.6,74.24,10561,10564,-3
2022-11-06 15:00:00,74.78,108.25,10566,10572,-6
2022-11-06 16:00:00,114.31,183.5,10626,10497,129
2022-11-06 17:00:00,305.9,323.06,10687,10591,96
2022-11-06 18:00:00,885.5,396.94,10799,10883,-84
2022-11-06 19:00:00,317.87,260.96,10808,10741,67
2022-11-06 20:00:00,75.28,162.83,10596,10691,-95
2022-11-06 21:00:00,282.74,187.04,10618,10542,76
2022-11-06 22:00:00,203.96,157.0,10419,10293,126
2022-11-06 23:00:00,142.81,97.0,10040,10070,-30
2022-11-07 00:00:00,175.97,132.27,9890,9828,62
2022-11-07 01:00:00,350.2,144.16,9697,9726,-29
2022-11-07 02:00:00,198.46,175.54,9674,9642,32
2022-11-07 03:00:00,72.05,92.49,9639,9668,-29
2022-11-07 04:00:00,71.89,71.64,9675,9695,-20
2022-11-07 05:00:00,71.48,70.62,9741,9719,22
2022-11-07 06:00:00,71.26,75.76,9865,9915,-50
2022-11-07 07:00:00,239.33,160.31,10270,10312,-42
2022-11-07 08:00:00,219.21,192.64,10674,10660,14
2022-11-07 09:00:00,90.35,75.7,10706,10700,6
2022-11-07 10:00:00,73.54,75.11,10795,10835,-40
2022-11-07 11:00:00,76.18,75.0,10903,10981,-78
2022-11-07 12:00:00,73.99,72.09,11013,10983,30
2022-11-07 13:00:00,71.31,72.49,10990,11007,-17
2022-11-07 14:00:00,71.8,99.05,11004,11005,-1
2022-11-07 15:00:00,81.63,361.85,10948,10887,61
2022-11-07 16:00:00,101.32,147.5,10861,10905,-44
2022-11-07 17:00:00,703.67,779.63,11104,11079,25
2022-11-07 18:00:00,909.61,919.05,11237,11335,-98
2022-11-07 19:00:00,907.53,866.96,11208,11219,-11
2022-11-07 20:00:00,856.13,729.83,11104,11063,41
2022-11-07 21:00:00,668.19,661.63,10917,10845,72
2022-11-07 22:00:00,627.09,493.2,10636,10587,49
2022-11-07 23:00:00,73.59,78.35,10324,10387,-63
2022-11-08 00:00:00,275.56,107.22,10166,10240,-74
2022-11-08 01:00:00,102.43,88.17,10111,10079,32
2022-11-08 02:00:00,100.39,89.85,10002,9992,10
2022-11-08 03:00:00,84.31,83.01,9935,9913,22
2022-11-08 04:00:00,80.79,83.78,9881,9904,-23
2022-11-08 05:00:00,102.41,96.84,9947,9935,12
2022-11-08 06:00:00,451.34,301.23,10079,10084,-5
2022-11-08 07:00:00,729.23,754.88,10329,10356,-27
2022-11-08 08:00:00,852.8,787.15,10720,10702,18
2022-11-08 09:00:00,733.82,666.45,10765,10759,6
2022-11-08 10:00:00,129.17,105.96,10795,10837,-42
2022-11-08 11:00:00,102.18,154.05,10884,10988,-104
2022-11-08 12:00:00,703.13,448.85,11018,10859,159
2022-11-08 13:00:00,102.87,504.61,10760,10798,-38
2022-11-08 14:00:00,663.1,721.48,10795,10798,-3
2022-11-08 15:00:00,205.33,284.87,10786,10801,-15
2022-11-08 16:00:00,783.51,826.04,10891,10874,17
2022-11-08 17:00:00,950.42,963.48,11044,11017,27
2022-11-08 18:00:00,996.0,999.32,11167,11278,-111
2022-11-08 19:00:00,999.99,999.73,11208,11172,36
2022-11-08 20:00:00,974.58,959.04,11023,10970,53
2022-11-08 21:00:00,922.59,922.16,10859,10791,68
2022-11-08 22:00:00,778.74,775.3,10610,10622,-12
2022-11-08 23:00:00,751.16,748.02,10394,10360,34
2022-11-09 00:00:00,839.1,762.05,10161,10122,39
2022-11-09 01:00:00,734.56,733.54,9990,9961,29
2022-11-09 02:00:00,603.5,350.15,9916,9883,33
2022-11-09 03:00:00,323.37,350.15,9832,9869,-37
2022-11-09 04:00:00,350.15,350.15,9872,9874,-2
2022-11-09 05:00:00,476.82,400.82,9939,9891,48
2022-11-09 06:00:00,768.24,755.36,10042,10091,-49
2022-11-09 07:00:00,910.41,887.95,10419,10492,-73
2022-11-09 08:00:00,879.43,874.77,10840,10861,-21
2022-11-09 09:00:00,895.66,908.84,10940,10932,8
2022-11-09 10:00:00,852.12,773.88,10940,10969,-29
2022-11-09 11:00:00,792.35,780.64,11009,10974,35
2022-11-09 12:00:00,774.33,741.12,10954,10928,26
2022-11-09 13:00:00,725.63,724.4,10871,10825,46
2022-11-09 14:00:00,751.99,754.02,10803,10813,-10
2022-11-09 15:00:00,792.55,756.05,10805,10765,40
2022-11-09 16:00:00,803.94,786.18,10805,10810,-5
2022-11-09 17:00:00,846.21,874.17,11013,11005,8
2022-11-09 18:00:00,983.96,991.85,11160,11257,-97
2022-11-09 19:00:00,986.06,980.16,11166,11158,8
2022-11-09 20:00:00,963.26,831.94,11058,10975,83
2022-11-09 21:00:00,744.25,770.59,10839,10821,18
2022-11-09 22:00:00,712.74,588.07,10655,10625,30
2022-11-09 23:00:00,539.29,219.59,10413,10367,46
2022-11-10 00:00:00,710.93,325.68,10179,10170,9
2022-11-10 01:00:00,313.66,156.51,10035,10061,-26
2022-11-10 02:00:00,100.49,103.92,9983,10021,-38
2022-11-10 03:00:00,91.1,97.65,9978,10024,-46
2022-11-10 04:00:00,79.99,80.99,9998,9974,24
2022-11-10 05:00:00,81.11,88.68,10024,10092,-68
2022-11-10 06:00:00,114.1,248.65,10222,10265,-43
2022-11-10 07:00:00,618.97,447.97,10511,10564,-53
2022-11-10 08:00:00,751.93,732.7,10883,10887,-4
2022-11-10 09:00:00,698.69,357.52,10965,10953,12
2022-11-10 10:00:00,100.28,99.15,10964,11060,-96
2022-11-10 11:00:00,95.05,94.49,11081,11099,-18
2022-11-10 12:00:00,83.72,85.97,11069,11056,13
2022-11-10 13:00:00,79.36,74.83,10975,10990,-15
2022-11-10 14:00:00,65.19,65.45,10943,10920,23
2022-11-10 15:00:00,62.19,60.73,10881,10922,-41
2022-11-10 16:00:00,52.9,61.43,10957,10970,-13
2022-11-10 17:00:00,82.27,78.74,11127,11074,53
2022-11-10 18:00:00,87.78,85.77,11188,11252,-64
2022-11-10 19:00:00,84.94,81.07,11154,11141,13
2022-11-10 20:00:00,78.28,79.81,11039,11074,-35
2022-11-10 21:00:00,78.42,79.26,10963,10999,-36
2022-11-10 22:00:00,77.91,79.68,10799,10806,-7
2022-11-10 23:00:00,68.93,66.46,10566,10506,60
2022-11-11 00:00:00,77.17,79.07,10286,10259,27
2022-11-11 01:00:00,76.71,78.96,10103,10042,61
2022-11-11 02:00:00,78.18,80.44,9974,9990,-16
2022-11-11 03:00:00,79.67,81.72,9946,9961,-15
2022-11-11 04:00:00,91.95,92.76,9935,9946,-11
2022-11-11 05:00:00,92.8,93.13,9971,9978,-7
2022-11-11 06:00:00,107.05,95.53,10064,10042,22
2022-11-11 07:00:00,91.66,96.18,10150,10251,-101
2022-11-11 08:00:00,79.26,91.23,10432,10415,17
2022-11-11 09:00:00,88.21,85.77,10531,10496,35
2022-11-11 10:00:00,84.83,75.91,10547,10582,-35
2022-11-11 11:00:00,86.14,75.62,10688,10591,97
2022-11-11 12:00:00,73.94,81.2,10541,10526,15
2022-11-11 13:00:00,78.07,86.02,10517,10527,-10
2022-11-11 14:00:00,87.15,77.48,10467,10429,38
2022-11-11 15:00:00,73.8,78.79,10418,10347,71
2022-11-11 16:00:00,74.32,87.48,10378,10408,-30
2022-11-11 17:00:00,102.3,259.96,10632,10621,11
2022-11-11 18:00:00,138.66,222.27,10831,10875,-44
2022-11-11 19:00:00,92.51,96.83,10786,10826,-40
2022-11-11 20:00:00,100.27,92.65,10734,10773,-39
2022-11-11 21:00:00,91.51,90.72,10630,10626,4
2022-11-11 22:00:00,98.11,91.47,10492,10450,42
2022-11-11 23:00:00,88.5,85.86,10302,10226,76
2022-11-12 00:00:00,562.53,102.02,10041,10013,28
2022-11-12 01:00:00,88.64,92.47,9851,9839,12
2022-11-12 02:00:00,85.88,84.15,9754,9704,50
2022-11-12 03:00:00,80.01,76.31,9632,9639,-7
2022-11-12 04:00:00,73.82,78.6,9611,9623,-12
2022-11-12 05:00:00,85.0,84.49,9635,9626,9
2022-11-12 06:00:00,90.95,99.37,9640,9696,-56
2022-11-12 07:00:00,104.58,103.56,9780,9804,-24
2022-11-12 08:00:00,90.89,99.7,9980,9989,-9
2022-11-12 09:00:00,97.26,98.06,10145,10121,24
2022-11-12 10:00:00,522.86,197.58,10244,10249,-5
2022-11-12 11:00:00,92.66,121.73,10292,10327,-35
2022-11-12 12:00:00,596.59,281.32,10351,10274,77
2022-11-12 13:00:00,106.88,114.04,10267,10276,-9
2022-11-12 14:00:00,92.77,100.81,10243,10266,-23
2022-11-12 15:00:00,105.29,220.5,10243,10186,57
2022-11-12 16:00:00,347.87,345.05,10206,10162,44
2022-11-12 17:00:00,509.8,498.7,10352,10328,24
2022-11-12 18:00:00,594.72,582.86,10546,10642,-96
2022-11-12 19:00:00,501.36,344.34,10549,10533,16
2022-11-12 20:00:00,255.84,468.69,10403,10440,-37
2022-11-12 21:00:00,149.01,193.0,10326,10296,30
2022-11-12 22:00:00,256.75,108.89,10181,10180,1
2022-11-12 23:00:00,87.26,87.94,10011,9980,31
2022-11-13 00:00:00,597.74,395.78,9774,9724,50
2022-11-13 01:00:00,109.03,218.56,9582,9580,2
2022-11-13 02:00:00,486.96,286.16,9448,9453,-5
2022-11-13 03:00:00,299.74,264.38,9375,9348,27
2022-11-13 04:00:00,115.0,321.9,9336,9388,-52
2022-11-13 05:00:00,198.34,301.95,9397,9417,-20
2022-11-13 06:00:00,555.0,534.21,9455,9444,11
2022-11-13 07:00:00,398.96,481.97,9528,9568,-40
2022-11-13 08:00:00,406.25,425.01,9760,9741,19
2022-11-13 09:00:00,492.08,233.4,9878,9851,27
2022-11-13 10:00:00,349.18,96.89,9974,10055,-81
2022-11-13 11:00:00,80.4,88.77,10131,10234,-103
2022-11-13 12:00:00,85.9,87.77,10297,10243,54
2022-11-13 13:00:00,91.45,91.18,10262,10242,20
2022-11-13 14:00:00,99.96,91.78,10230,10246,-16
2022-11-13 15:00:00,89.22,85.24,10257,10250,7
2022-11-13 16:00:00,89.88,100.14,10312,10299,13
2022-11-13 17:00:00,487.31,249.37,10525,10457,68
2022-11-13 18:00:00,573.72,674.12,10674,10730,-56
2022-11-13 19:00:00,371.88,250.12,10612,10597,15
2022-11-13 20:00:00,94.98,95.47,10496,10538,-42
2022-11-13 21:00:00,83.05,84.76,10407,10373,34
2022-11-13 22:00:00,85.91,80.69,10219,10242,-23
2022-11-13 23:00:00,66.31,63.62,10009,9982,27
2022-11-14 00:00:00,60.59,56.13,9746,9736,10
2022-11-14 01:00:00,49.77,56.85,9583,9572,11
2022-11-14 02:00:00,69.42,71.13,9496,9489,7
2022-11-14 03:00:00,70.78,77.36,9441,9459,-18
2022-11-14 04:00:00,76.66,81.4,9441,9454,-13
2022-11-14 05:00:00,81.93,85.37,9472,9540,-68
2022-11-14 06:00:00,79.12,81.69,9673,9698,-25
2022-11-14 07:00:00,77.96,69.79,10063,10035,28
2022-11-14 08:00:00,68.26,71.7,10448,10418,30
2022-11-14 09:00:00,92.26,79.01,10513,10592,-79
2022-11-14 10:00:00,62.67,58.56,10660,10700,-40
2022-11-14 11:00:00,70.69,60.33,10718,10675,43
2022-11-14 12:00:00,63.01,73.8,10661,10683,-22
2022-11-14 13:00:00,77.94,77.86,10696,10654,42
2022-11-14 14:00:00,77.74,78.21,10659,10666,-7
2022-11-14 15:00:00,83.51,85.34,10673,10642,31
2022-11-14 16:00:00,88.9,294.28,10672,10630,42
2022-11-14 17:00:00,204.42,659.62,10779,10758,21
2022-11-14 18:00:00,817.19,895.44,10861,10959,-98
2022-11-14 19:00:00,807.11,808.65,10803,10757,46
2022-11-14 20:00:00,715.44,606.49,10652,10596,56
2022-11-14 21:00:00,409.94,307.98,10426,10450,-24
2022-11-14 22:00:00,200.84,243.38,10241,10268,-27
2022-11-14 23:00:00,121.88,115.0,10078,10050,28
2022-11-15 00:00:00,243.0,209.88,9800,9769,31
2022-11-15 01:00:00,241.25,258.69,9613,9539,74
2022-11-15 02:00:00,405.51,294.75,9469,9451,18
2022-11-15 03:00:00,191.5,156.69,9388,9379,9
2022-11-15 04:00:00,105.66,92.15,9383,9413,-30
2022-11-15 05:00:00,88.57,80.43,9454,9448,6
2022-11-15 06:00:00,83.73,82.03,9581,9590,-9
2022-11-15 07:00:00,189.42,138.65,9913,9966,-53
2022-11-15 08:00:00,83.89,81.76,10357,10371,-14
2022-11-15 09:00:00,85.44,81.76,10470,10512,-42
2022-11-15 10:00:00,81.03,78.19,10515,10502,13
2022-11-15 11:00:00,77.88,65.47,10516,10570,-54
2022-11-15 12:00:00,81.21,76.95,10544,10541,3
2022-11-15 13:00:00,81.69,83.34,10482,10400,82
2022-11-15 14:00:00,85.12,73.33,10403,10460,-57
2022-11-15 15:00:00,61.31,65.36,10497,10518,-21
2022-11-15 16:00:00,57.78,80.62,10548,10502,46
2022-11-15 17:00:00,81.51,83.82,10645,10674,-29
2022-11-15 18:00:00,85.06,85.08,10837,10980,-143
2022-11-15 19:00:00,84.81,84.1,10845,10801,44
2022-11-15 20:00:00,82.29,81.74,10677,10633,44
2022-11-15 21:00:00,77.7,78.16,10499,10471,28
2022-11-15 22:00:00,79.58,81.26,10280,10249,31
2022-11-15 23:00:00,69.53,76.99,9993,9947,46
2022-11-16 00:00:00,77.78,79.0,9706,9666,40
2022-11-16 01:00:00,91.11,110.69,9481,9459,22
2022-11-16 02:00:00,324.93,279.01,9396,9337,59
2022-11-16 03:00:00,240.22,129.63,9285,9224,61
2022-11-16 04:00:00,103.92,97.48,9231,9251,-20
2022-11-16 05:00:00,79.91,80.5,9300,9343,-43
2022-11-16 06:00:00,121.24,86.7,9509,9516,-7
2022-11-16 07:00:00,92.23,98.53,9885,9952,-67
2022-11-16 08:00:00,242.94,84.52,10391,10436,-45
