date_he,forecast_price,actual_price,forecast_ail,actual_ail,ail_diff
2022-11-16 09:00:00,95.0,83.41,10543,10573,-30
2022-11-16 10:00:00,83.42,88.68,10602,10666,-64
2022-11-16 11:00:00,84.25,87.22,10715,10750,-35
2022-11-16 12:00:00,292.49,100.57,10751,10772,-21
2022-11-16 13:00:00,83.26,80.77,10764,10744,20
2022-11-16 14:00:00,59.16,59.58,10727,10733,-6
2022-11-16 15:00:00,80.18,81.95,10726,10757,-31
2022-11-16 16:00:00,92.38,454.23,10817,10829,-12
2022-11-16 17:00:00,257.18,609.81,10980,10967,13
2022-11-16 18:00:00,416.95,517.17,11124,11166,-42
2022-11-16 19:00:00,103.35,81.05,11035,11073,-38
2022-11-16 20:00:00,80.38,80.34,10978,11020,-42
2022-11-16 21:00:00,79.57,80.37,10889,10914,-25
2022-11-16 22:00:00,80.52,79.84,10708,10704,4
2022-11-16 23:00:00,81.08,77.67,10442,10416,26
2022-11-17 00:00:00,78.6,78.65,10157,10127,30
2022-11-17 01:00:00,72.2,71.91,9954,9936,18
2022-11-17 02:00:00,75.04,75.09,9860,9864,-4
2022-11-17 03:00:00,75.49,75.22,9800,9829,-29
2022-11-17 04:00:00,75.04,75.79,9831,9870,-39
2022-11-17 05:00:00,75.71,77.05,9929,9942,-13
2022-11-17 06:00:00,82.47,81.18,10097,10113,-16
2022-11-17 07:00:00,114.16,142.58,10436,10480,-44
2022-11-17 08:00:00,178.34,374.87,10847,10934,-87
2022-11-17 09:00:00,521.44,493.52,10982,10972,10
2022-11-17 10:00:00,95.0,90.33,10967,10984,-17
2022-11-17 11:00:00,70.31,99.02,11011,11042,-31
2022-11-17 12:00:00,413.5,300.24,11030,10962,68
2022-11-17 13:00:00,203.49,525.99,10889,10847,42
2022-11-17 14:00:00,102.59,211.94,10812,10871,-59
2022-11-17 15:00:00,219.99,214.11,10874,10897,-23
2022-11-17 16:00:00,386.09,542.77,10948,10921,27
2022-11-17 17:00:00,498.81,513.56,11054,10997,57
2022-11-17 18:00:00,630.43,601.35,11154,11239,-85
2022-11-17 19:00:00,479.59,284.18,11130,11094,36
2022-11-17 20:00:00,287.06,112.89,11003,11052,-49
2022-11-17 21:00:00,82.42,84.47,10922,10940,-18
2022-11-17 22:00:00,90.52,80.24,10751,10772,-21
2022-11-17 23:00:00,76.0,72.97,10516,10514,2
2022-11-18 00:00:00,77.71,75.15,10243,10225,18
2022-11-18 01:00:00,72.49,71.29,10058,10079,-21
2022-11-18 02:00:00,75.19,73.12,10019,10013,6
2022-11-18 03:00:00,74.38,72.64,9935,9936,-1
2022-11-18 04:00:00,72.13,74.33,9940,9917,23
2022-11-18 05:00:00,77.16,76.65,9948,9949,-1
2022-11-18 06:00:00,76.16,74.87,10051,10125,-74
2022-11-18 07:00:00,81.94,84.14,10442,10480,-38
2022-11-18 08:00:00,84.55,83.43,10863,10885,-22
2022-11-18 09:00:00,82.46,82.02,10964,10997,-33
2022-11-18 10:00:00,70.97,64.95,11019,10988,31
2022-11-18 11:00:00,65.09,70.97,10977,10994,-17
2022-11-18 12:00:00,65.09,73.57,10942,10970,-28
2022-11-18 13:00:00,71.68,75.02,10942,10873,69
2022-11-18 14:00:00,69.32,65.83,10824,10774,50
2022-11-18 15:00:00,65.75,72.67,10742,10709,33
2022-11-18 16:00:00,81.03,93.64,10739,10652,87
2022-11-18 17:00:00,286.65,361.98,10812,10794,18
2022-11-18 18:00:00,489.64,445.17,10902,10908,-6
2022-11-18 19:00:00,105.84,98.64,10771,10845,-74
2022-11-18 20:00:00,75.75,88.9,10775,10820,-45
2022-11-18 21:00:00,86.8,84.23,10707,10684,23
2022-11-18 22:00:00,81.67,83.25,10511,10436,75
2022-11-18 23:00:00,124.27,88.97,10216,10193,23
2022-11-19 00:00:00,333.8,171.24,9973,9894,79
2022-11-19 01:00:00,77.23,84.09,9731,9748,-17
2022-11-19 02:00:00,79.75,77.75,9669,9690,-21
2022-11-19 03:00:00,79.15,76.93,9633,9628,5
2022-11-19 04:00:00,76.05,72.57,9604,9614,-10
2022-11-19 05:00:00,70.97,65.4,9616,9664,-48
2022-11-19 06:00:00,68.62,65.4,9721,9759,-38
2022-11-19 07:00:00,70.04,65.4,9880,9924,-44
2022-11-19 08:00:00,62.37,60.89,10138,10156,-18
2022-11-19 09:00:00,70.04,63.43,10297,10251,46
2022-11-19 10:00:00,58.77,57.66,10333,10349,-16
2022-11-19 11:00:00,56.14,57.27,10416,10426,-10
2022-11-19 12:00:00,58.21,64.07,10445,10474,-29
2022-11-19 13:00:00,60.25,63.19,10426,10405,21
2022-11-19 14:00:00,64.43,66.8,10365,10348,17
2022-11-19 15:00:00,64.82,60.32,10299,10305,-6
2022-11-19 16:00:00,59.92,63.2,10326,10312,14
2022-11-19 17:00:00,71.27,74.33,10526,10542,-16
2022-11-19 18:00:00,78.04,77.6,10790,10834,-44
2022-11-19 19:00:00,77.4,77.35,10757,10745,12
2022-11-19 20:00:00,76.67,76.46,10577,10588,-11
2022-11-19 21:00:00,76.44,76.76,10454,10451,3
2022-11-19 22:00:00,76.51,75.99,10322,10317,5
2022-11-19 23:00:00,69.23,74.02,10160,10104,56
2022-11-20 00:00:00,71.1,73.68,9904,9869,35
2022-11-20 01:00:00,73.7,73.03,9729,9699,30
2022-11-20 02:00:00,71.77,70.72,9586,9596,-10
2022-11-20 03:00:00,73.11,73.14,9523,9501,22
2022-11-20 04:00:00,75.77,74.36,9478,9464,14
2022-11-20 05:00:00,73.24,68.08,9461,9460,1
2022-11-20 06:00:00,76.84,73.4,9521,9472,49
2022-11-20 07:00:00,73.41,71.85,9548,9586,-38
2022-11-20 08:00:00,62.42,70.46,9768,9793,-25
2022-11-20 09:00:00,77.04,73.92,9948,9916,32
2022-11-20 10:00:00,70.53,69.14,10044,9994,50
2022-11-20 11:00:00,78.73,76.17,10125,10078,47
2022-11-20 12:00:00,77.64,76.97,10121,10143,-22
2022-11-20 13:00:00,78.42,77.59,10179,10175,4
2022-11-20 14:00:00,78.91,77.47,10179,10151,28
2022-11-20 15:00:00,63.26,74.84,10148,10179,-31
2022-11-20 16:00:00,77.59,80.62,10250,10238,12
2022-11-20 17:00:00,93.6,96.86,10439,10472,-33
2022-11-20 18:00:00,410.0,142.41,10763,10677,86
2022-11-20 19:00:00,86.44,94.88,10520,10595,-75
2022-11-20 20:00:00,90.2,91.34,10500,10465,35
2022-11-20 21:00:00,109.38,93.29,10366,10372,-6
2022-11-20 22:00:00,93.74,88.92,10198,10177,21
2022-11-20 23:00:00,84.26,82.27,9951,9947,4
2022-11-21 00:00:00,77.27,79.46,9719,9699,20
2022-11-21 01:00:00,77.18,75.76,9550,9529,21
2022-11-21 02:00:00,71.56,70.88,9449,9486,-37
2022-11-21 03:00:00,73.11,70.87,9451,9448,3
2022-11-21 04:00:00,71.24,70.05,9440,9409,31
2022-11-21 05:00:00,65.33,65.65,9430,9448,-18
2022-11-21 06:00:00,70.16,70.74,9566,9578,-12
2022-11-21 07:00:00,77.98,77.05,9952,9998,-46
2022-11-21 08:00:00,81.19,82.79,10413,10467,-54
2022-11-21 09:00:00,89.74,90.41,10569,10545,24
2022-11-21 10:00:00,94.05,84.45,10549,10519,30
2022-11-21 11:00:00,85.26,76.18,10570,10563,7
2022-11-21 12:00:00,78.22,76.82,10537,10545,-8
2022-11-21 13:00:00,76.45,75.9,10534,10492,42
2022-11-21 14:00:00,76.18,76.74,10488,10447,41
2022-11-21 15:00:00,74.21,74.77,10425,10360,65
2022-11-21 16:00:00,75.88,80.87,10388,10426,-38
2022-11-21 17:00:00,84.34,88.78,10624,10748,-124
2022-11-21 18:00:00,100.29,99.14,10964,11024,-60
2022-11-21 19:00:00,79.01,78.91,10892,10872,20
2022-11-21 20:00:00,77.92,77.0,10731,10646,85
2022-11-21 21:00:00,71.93,70.26,10496,10490,6
2022-11-21 22:00:00,73.55,69.42,10288,10212,76
2022-11-21 23:00:00,67.29,64.03,9940,9890,50
2022-11-22 00:00:00,60.92,61.86,9619,9622,-3
2022-11-22 01:00:00,68.04,60.2,9485,9424,61
2022-11-22 02:00:00,68.07,67.37,9355,9366,-11
2022-11-22 03:00:00,59.24,61.71,9313,9335,-22
2022-11-22 04:00:00,63.24,67.62,9303,9301,2
2022-11-22 05:00:00,59.35,70.33,9332,9378,-46
2022-11-22 06:00:00,75.72,74.65,9522,9542,-20
2022-11-22 07:00:00,82.81,86.96,9917,9956,-39
2022-11-22 08:00:00,85.1,86.47,10364,10423,-59
2022-11-22 09:00:00,92.49,89.79,10522,10568,-46
2022-11-22 10:00:00,78.48,81.39,10585,10587,-2
2022-11-22 11:00:00,82.66,83.53,10596,10582,14
2022-11-22 12:00:00,80.0,83.19,10555,10569,-14
2022-11-22 13:00:00,80.91,84.25,10568,10584,-16
2022-11-22 14:00:00,88.76,87.24,10609,10602,7
2022-11-22 15:00:00,85.87,88.02,10579,10537,42
2022-11-22 16:00:00,80.66,84.49,10592,10561,31
2022-11-22 17:00:00,82.54,86.5,10719,10741,-22
2022-11-22 18:00:00,106.52,103.66,10930,10948,-18
2022-11-22 19:00:00,102.26,110.48,10819,10776,43
2022-11-22 20:00:00,96.59,94.01,10616,10605,11
2022-11-22 21:00:00,92.38,89.68,10489,10470,19
2022-11-22 22:00:00,89.24,86.21,10264,10263,1
2022-11-22 23:00:00,80.43,77.13,10005,9960,45
2022-11-23 00:00:00,73.24,65.94,9709,9631,78
2022-11-23 01:00:00,56.0,56.35,9447,9454,-7
2022-11-23 02:00:00,50.58,55.58,9377,9404,-27
2022-11-23 03:00:00,56.09,59.68,9332,9354,-22
2022-11-23 04:00:00,69.43,70.63,9328,9289,39
2022-11-23 05:00:00,76.09,76.52,9343,9345,-2
2022-11-23 06:00:00,79.68,82.26,9504,9538,-34
2022-11-23 07:00:00,92.15,102.64,9898,9934,-36
2022-11-23 08:00:00,104.19,234.8,10370,10374,-4
2022-11-23 09:00:00,504.36,388.17,10436,10333,103
2022-11-23 10:00:00,154.63,225.74,10331,10362,-31
2022-11-23 11:00:00,88.91,97.39,10371,10417,-46
2022-11-23 12:00:00,85.19,87.74,10416,10428,-12
2022-11-23 13:00:00,88.54,88.54,10444,10502,-58
2022-11-23 14:00:00,85.44,83.03,10515,10504,11
2022-11-23 15:00:00,71.64,76.41,10493,10500,-7
2022-11-23 16:00:00,71.6,78.57,10521,10550,-29
2022-11-23 17:00:00,81.68,91.03,10744,10813,-69
2022-11-23 18:00:00,301.84,98.6,11019,11028,-9
2022-11-23 19:00:00,90.36,90.03,10877,10866,11
2022-11-23 20:00:00,82.95,85.23,10749,10740,9
2022-11-23 21:00:00,83.02,79.74,10601,10591,10
2022-11-23 22:00:00,81.38,75.89,10393,10355,38
2022-11-23 23:00:00,74.79,73.34,10090,10022,68
2022-11-24 00:00:00,71.5,73.46,9776,9772,4
2022-11-24 01:00:00,78.79,73.39,9597,9566,31
2022-11-24 02:00:00,76.34,75.37,9487,9493,-6
2022-11-24 03:00:00,68.78,76.7,9431,9482,-51
2022-11-24 04:00:00,76.53,76.97,9469,9481,-12
2022-11-24 05:00:00,78.58,76.89,9517,9497,20
2022-11-24 06:00:00,72.65,70.49,9636,9618,18
2022-11-24 07:00:00,70.59,74.99,9944,9961,-17
2022-11-24 08:00:00,97.86,81.78,10378,10390,-12
2022-11-24 09:00:00,77.26,77.5,10491,10489,2
2022-11-24 10:00:00,77.05,78.83,10500,10515,-15
2022-11-24 11:00:00,77.34,77.46,10521,10569,-48
2022-11-24 12:00:00,77.67,79.2,10572,10550,22
2022-11-24 13:00:00,82.58,81.22,10531,10513,18
2022-11-24 14:00:00,79.11,78.69,10512,10553,-41
2022-11-24 15:00:00,78.23,78.47,10547,10502,45
2022-11-24 16:00:00,76.9,79.03,10493,10572,-79
2022-11-24 17:00:00,101.4,123.73,10767,10687,80
2022-11-24 18:00:00,194.99,112.01,10844,10824,20
2022-11-24 19:00:00,102.68,102.84,10702,10674,28
2022-11-24 20:00:00,78.87,78.09,10533,10571,-38
2022-11-24 21:00:00,77.33,78.02,10395,10442,-47
2022-11-24 22:00:00,77.87,78.8,10244,10266,-22
2022-11-24 23:00:00,79.02,89.47,9983,9947,36
2022-11-25 00:00:00,98.5,94.04,9686,9674,12
2022-11-25 01:00:00,79.95,82.21,9505,9497,8
2022-11-25 02:00:00,76.43,76.97,9408,9410,-2
2022-11-25 03:00:00,76.73,77.11,9326,9331,-5
2022-11-25 04:00:00,77.38,76.86,9316,9319,-3
2022-11-25 05:00:00,77.23,77.95,9375,9382,-7
2022-11-25 06:00:00,97.2,89.31,9527,9554,-27
2022-11-25 07:00:00,74.36,76.49,9856,9927,-71
2022-11-25 08:00:00,72.48,73.87,10367,10362,5
2022-11-25 09:00:00,77.26,77.26,10528,10543,-15
2022-11-25 10:00:00,97.01,81.59,10561,10615,-54
2022-11-25 11:00:00,77.34,79.65,10645,10632,13
2022-11-25 12:00:00,84.54,87.16,10614,10694,-80
2022-11-25 13:00:00,85.98,85.42,10697,10635,62
2022-11-25 14:00:00,82.58,76.86,10615,10595,20
2022-11-25 15:00:00,77.22,91.99,10535,10555,-20
2022-11-25 16:00:00,104.51,106.39,10528,10531,-3
2022-11-25 17:00:00,88.54,93.38,10647,10663,-16
2022-11-25 18:00:00,106.71,100.01,10800,10825,-25
2022-11-25 19:00:00,92.01,100.99,10669,10686,-17
2022-11-25 20:00:00,138.4,206.65,10547,10465,82
2022-11-25 21:00:00,118.56,181.45,10336,10263,73
2022-11-25 22:00:00,469.23,354.8,10111,10052,59
2022-11-25 23:00:00,448.49,287.78,9834,9781,53
2022-11-26 00:00:00,100.05,119.51,9554,9657,-103
2022-11-26 01:00:00,135.31,202.47,9523,9480,43
2022-11-26 02:00:00,333.6,234.97,9402,9413,-11
2022-11-26 03:00:00,421.98,377.87,9352,9349,3
2022-11-26 04:00:00,439.08,267.66,9322,9255,67
2022-11-26 05:00:00,127.45,114.07,9264,9327,-63
2022-11-26 06:00:00,94.6,98.16,9392,9497,-105
2022-11-26 07:00:00,138.99,92.75,9643,9630,13
2022-11-26 08:00:00,90.13,89.61,9865,9913,-48
2022-11-26 09:00:00,87.49,87.61,10095,10098,-3
2022-11-26 10:00:00,91.15,84.87,10231,10261,-30
2022-11-26 11:00:00,86.95,74.33,10347,10282,65
2022-11-26 12:00:00,63.22,62.01,10265,10276,-11
2022-11-26 13:00:00,62.66,62.74,10281,10302,-21
2022-11-26 14:00:00,68.87,70.68,10297,10287,10
2022-11-26 15:00:00,68.74,78.69,10257,10277,-20
2022-11-26 16:00:00,87.5,89.89,10302,10353,-51
2022-11-26 17:00:00,93.75,123.72,10563,10548,15
2022-11-26 18:00:00,95.3,94.63,10769,10743,26
2022-11-26 19:00:00,82.92,84.91,10656,10617,39
2022-11-26 20:00:00,79.93,84.86,10465,10479,-14
2022-11-26 21:00:00,90.47,89.96,10347,10369,-22
2022-11-26 22:00:00,92.96,90.31,10224,10224,0
2022-11-26 23:00:00,90.34,88.62,10022,10012,10
2022-11-27 00:00:00,86.92,86.79,9780,9739,41
2022-11-27 01:00:00,89.07,85.07,9584,9545,39
2022-11-27 02:00:00,77.6,74.48,9429,9391,38
2022-11-27 03:00:00,73.06,73.84,9297,9303,-6
2022-11-27 04:00:00,74.34,77.03,9284,9323,-39
2022-11-27 05:00:00,82.08,82.33,9344,9355,-11
2022-11-27 06:00:00,67.26,72.87,9371,9395,-24
2022-11-27 07:00:00,80.78,84.05,9482,9542,-60
2022-11-27 08:00:00,87.18,85.01,9757,9772,-15
2022-11-27 09:00:00,74.41,89.53,9923,9963,-40
2022-11-27 10:00:00,92.15,120.57,10091,10120,-29
2022-11-27 11:00:00,302.43,120.45,10241,10246,-5
2022-11-27 12:00:00,70.51,75.45,10315,10354,-39
2022-11-27 13:00:00,73.64,79.34,10390,10476,-86
2022-11-27 14:00:00,82.3,68.44,10480,10496,-16
2022-11-27 15:00:00,65.63,81.47,10485,10542,-57
2022-11-27 16:00:00,79.76,71.78,10607,10633,-26
2022-11-27 17:00:00,205.69,209.42,10861,10865,-4
2022-11-27 18:00:00,254.21,324.88,11034,10911,123
2022-11-27 19:00:00,126.93,277.55,10786,10841,-55
2022-11-27 20:00:00,109.48,106.68,10778,10837,-59
2022-11-27 21:00:00,127.13,106.28,10757,10795,-38
2022-11-27 22:00:00,87.67,91.81,10587,10620,-33
2022-11-27 23:00:00,117.42,98.05,10392,10370,22
2022-11-28 00:00:00,93.97,84.68,10126,10094,32
2022-11-28 01:00:00,68.54,82.95,9921,9963,-42
2022-11-28 02:00:00,91.06,90.41,9898,9810,88
2022-11-28 03:00:00,105.72,120.14,9770,9779,-9
2022-11-28 04:00:00,95.47,101.19,9759,9805,-46
2022-11-28 05:00:00,66.55,76.87,9838,9890,-52
2022-11-28 06:00:00,84.48,85.62,10040,10106,-66
2022-11-28 07:00:00,93.98,95.84,10447,10510,-63
2022-11-28 08:00:00,115.22,128.45,10928,10979,-51
2022-11-28 09:00:00,95.98,104.28,11110,11110,0
2022-11-28 10:00:00,95.49,95.21,11071,11179,-108
2022-11-28 11:00:00,91.3,91.3,11192,11213,-21
2022-11-28 12:00:00,91.42,91.72,11186,11205,-19
2022-11-28 13:00:00,91.3,95.49,11168,11231,-63
2022-11-28 14:00:00,97.92,96.85,11253,11213,40
2022-11-28 15:00:00,95.49,95.49,11153,11180,-27
2022-11-28 16:00:00,101.19,113.96,11206,11210,-4
2022-11-28 17:00:00,131.62,218.44,11356,11352,4
2022-11-28 18:00:00,304.6,273.75,11512,11492,20
2022-11-28 19:00:00,134.98,168.98,11347,11398,-51
2022-11-28 20:00:00,231.66,191.6,11305,11332,-27
2022-11-28 21:00:00,115.12,395.04,11200,11190,10
2022-11-28 22:00:00,344.45,229.27,10984,10952,32
2022-11-28 23:00:00,107.72,107.68,10719,10658,61
2022-11-29 00:00:00,95.44,100.9,10408,10439,-31
2022-11-29 01:00:00,91.23,94.86,10254,10265,-11
2022-11-29 02:00:00,90.76,90.78,10185,10163,22
2022-11-29 03:00:00,88.23,86.51,10116,10132,-16
2022-11-29 04:00:00,85.99,89.07,10125,10086,39
2022-11-29 05:00:00,89.75,89.04,10085,10135,-50
2022-11-29 06:00:00,89.25,108.19,10280,10311,-31
2022-11-29 07:00:00,152.97,174.52,10625,10683,-58
2022-11-29 08:00:00,107.22,188.39,11047,11135,-88
2022-11-29 09:00:00,113.0,132.41,11251,11291,-40
2022-11-29 10:00:00,112.74,105.83,11331,11368,-37
2022-11-29 11:00:00,91.85,92.25,11383,11345,38
2022-11-29 12:00:00,218.66,120.46,11336,11312,24
2022-11-29 13:00:00,120.73,241.42,11268,11265,3
2022-11-29 14:00:00,132.5,320.73,11198,11232,-34
2022-11-29 15:00:00,552.98,677.47,11205,11178,27
2022-11-29 16:00:00,721.34,837.43,11183,11164,19
2022-11-29 17:00:00,997.96,981.03,11318,11368,-50
2022-11-29 18:00:00,999.99,999.99,11514,11461,53
2022-11-29 19:00:00,991.48,999.99,11339,11400,-61
2022-11-29 20:00:00,991.57,881.84,11281,11259,22
2022-11-29 21:00:00,839.43,820.35,11153,11159,-6
2022-11-29 22:00:00,819.09,813.74,10986,10946,40
2022-11-29 23:00:00,492.71,354.07,10672,10629,43
2022-11-30 00:00:00,818.7,710.53,10430,10427,3
2022-11-30 01:00:00,334.11,464.86,10232,10303,-71
2022-11-30 02:00:00,681.04,546.72,10244,10209,35
2022-11-30 03:00:00,120.26,121.55,10166,10192,-26
2022-11-30 04:00:00,119.6,118.06,10214,10274,-60
2022-11-30 05:00:00,126.9,405.65,10311,10289,22
2022-11-30 06:00:00,630.85,276.35,10401,10361,40
2022-11-30 07:00:00,553.34,381.86,10702,10799,-97
2022-11-30 08:00:00,115.8,124.48,11183,11287,-104
2022-11-30 09:00:00,271.43,203.04,11380,11416,-36
2022-11-30 10:00:00,670.98,498.31,11430,11442,-12
2022-11-30 11:00:00,680.77,498.31,11434,11443,-9
2022-11-30 12:00:00,177.27,253.42,11423,11448,-25
2022-11-30 13:00:00,119.23,121.21,11412,11451,-39
2022-11-30 14:00:00,467.2,452.33,11426,11441,-15
2022-11-30 15:00:00,117.78,228.85,11385,11395,-10
2022-11-30 16:00:00,292.67,508.63,11428,11398,30
2022-11-30 17:00:00,833.96,820.34,11541,11552,-11
2022-11-30 18:00:00,809.75,828.32,11673,11642,31
2022-11-30 19:00:00,799.36,807.8,11513,11484,29
2022-11-30 20:00:00,800.13,500.52,11380,11369,11
2022-11-30 21:00:00,196.23,123.11,11264,11270,-6
2022-11-30 22:00:00,110.22,108.05,11087,11155,-68
2022-11-30 23:00:00,88.25,87.8,10906,10886,20
2022-12-01 00:00:00,90.45,90.45,10649,10629,20
2022-12-01 01:00:00,85.82,87.67,10442,10380,62
2022-12-01 02:00:00,99.78,108.46,10315,10330,-15
2022-12-01 03:00:00,101.22,104.96,10279,10226,53
2022-12-01 04:00:00,94.77,212.77,10179,10230,-51
2022-12-01 05:00:00,110.48,112.69,10275,10283,-8
2022-12-01 06:00:00,250.9,374.99,10415,10379,36
2022-12-01 07:00:00,331.51,509.57,10585,10701,-116
2022-12-01 08:00:00,123.65,112.67,11071,11077,-6
2022-12-01 09:00:00,705.21,144.0,11238,11266,-28
2022-12-01 10:00:00,768.21,622.06,11279,11258,21
2022-12-01 11:00:00,651.97,682.36,11245,11242,3
2022-12-01 12:00:00,700.08,613.48,11259,11251,8
2022-12-01 13:00:00,112.59,233.12,11226,11253,-27
2022-12-01 14:00:00,671.14,622.65,11272,11207,65
2022-12-01 15:00:00,613.61,613.61,11194,11203,-9
2022-12-01 16:00:00,667.56,733.88,11273,11283,-10
2022-12-01 17:00:00,982.88,899.6,11502,11479,23
2022-12-01 18:00:00,999.99,999.99,11614,11564,50
