date_he,forecast_price,actual_price,forecast_ail,actual_ail,ail_diff
2022-12-16 22:00:00,90.22,91.67,10709,10764,-55
2022-12-16 23:00:00,90.14,87.87,10541,10566,-25
2022-12-17 00:00:00,84.07,89.58,10329,10300,29
2022-12-17 01:00:00,79.19,84.1,10100,10158,-58
2022-12-17 02:00:00,78.87,84.4,10035,10097,-62
2022-12-17 03:00:00,84.87,77.65,10039,9983,56
2022-12-17 04:00:00,77.17,77.39,9948,9894,54
2022-12-17 05:00:00,66.61,76.97,9891,10032,-141
2022-12-17 06:00:00,75.89,78.91,10088,10170,-82
2022-12-17 07:00:00,80.8,85.82,10296,10320,-24
2022-12-17 08:00:00,87.86,92.35,10526,10562,-36
2022-12-17 09:00:00,197.69,125.99,10779,10822,-43
2022-12-17 10:00:00,118.74,225.44,10874,10902,-28
2022-12-17 11:00:00,325.22,370.99,11046,11090,-44
2022-12-17 12:00:00,234.61,370.07,11128,11155,-27
2022-12-17 13:00:00,541.88,306.58,11169,11148,21
2022-12-17 14:00:00,92.59,110.99,11133,11219,-86
2022-12-17 15:00:00,89.48,90.36,11197,11262,-65
2022-12-17 16:00:00,114.07,174.47,11269,11294,-25
2022-12-17 17:00:00,314.89,394.69,11505,11469,36
2022-12-17 18:00:00,315.5,330.86,11551,11589,-38
2022-12-17 19:00:00,137.42,145.0,11465,11478,-13
2022-12-17 20:00:00,181.82,122.33,11359,11388,-29
2022-12-17 21:00:00,118.17,114.31,11262,11326,-64
2022-12-17 22:00:00,116.55,106.65,11162,11179,-17
2022-12-17 23:00:00,121.11,121.82,10973,10941,32
2022-12-18 00:00:00,410.62,278.86,10719,10652,67
2022-12-18 01:00:00,169.0,186.18,10470,10443,27
2022-12-18 02:00:00,101.42,107.08,10336,10352,-16
2022-12-18 03:00:00,525.19,136.56,10292,10320,-28
2022-12-18 04:00:00,135.42,138.9,10277,10304,-27
2022-12-18 05:00:00,106.13,141.77,10294,10271,23
2022-12-18 06:00:00,275.03,139.3,10317,10290,27
2022-12-18 07:00:00,104.12,110.03,10374,10409,-35
2022-12-18 08:00:00,106.66,124.0,10567,10624,-57
2022-12-18 09:00:00,212.29,200.41,10810,10825,-15
2022-12-18 10:00:00,739.56,587.99,10941,10931,10
2022-12-18 11:00:00,141.99,256.36,10992,11094,-102
2022-12-18 12:00:00,256.63,277.61,11166,11220,-54
2022-12-18 13:00:00,325.22,274.55,11269,11239,30
2022-12-18 14:00:00,245.18,335.81,11219,11248,-29
2022-12-18 15:00:00,330.94,516.63,11225,11229,-4
2022-12-18 16:00:00,522.71,547.88,11261,11230,31
2022-12-18 17:00:00,548.09,686.27,11497,11521,-24
2022-12-18 18:00:00,667.34,819.68,11713,11750,-37
2022-12-18 19:00:00,742.91,824.2,11642,11670,-28
2022-12-18 20:00:00,877.99,871.11,11548,11518,30
2022-12-18 21:00:00,617.37,680.98,11390,11385,5
2022-12-18 22:00:00,802.93,674.15,11234,11207,27
2022-12-18 23:00:00,194.96,226.64,10999,11014,-15
2022-12-19 00:00:00,162.37,144.08,10800,10805,-5
2022-12-19 01:00:00,151.85,175.96,10632,10671,-39
2022-12-19 02:00:00,218.06,179.41,10557,10562,-5
2022-12-19 03:00:00,262.02,231.16,10498,10495,3
2022-12-19 04:00:00,137.83,134.9,10502,10500,2
2022-12-19 05:00:00,122.04,134.19,10543,10553,-10
2022-12-19 06:00:00,134.68,135.53,10647,10696,-49
2022-12-19 07:00:00,140.43,155.93,10984,11127,-143
2022-12-19 08:00:00,509.03,488.25,11488,11547,-59
2022-12-19 09:00:00,406.23,667.76,11671,11632,39
2022-12-19 10:00:00,688.01,217.38,11654,11716,-62
2022-12-19 11:00:00,112.51,93.16,11793,11847,-54
2022-12-19 12:00:00,111.23,153.57,11818,11863,-45
2022-12-19 13:00:00,682.34,610.45,11815,11776,39
2022-12-19 14:00:00,635.21,539.53,11693,11749,-56
2022-12-19 15:00:00,112.55,257.18,11706,11820,-114
2022-12-19 16:00:00,645.05,713.04,11879,11836,43
2022-12-19 17:00:00,766.14,834.38,12029,12026,3
2022-12-19 18:00:00,948.37,990.65,12154,12187,-33
2022-12-19 19:00:00,822.09,910.69,12057,12062,-5
2022-12-19 20:00:00,796.56,775.82,11943,11901,42
2022-12-19 21:00:00,674.43,682.94,11785,11693,92
2022-12-19 22:00:00,699.21,668.56,11482,11439,43
2022-12-19 23:00:00,472.27,552.53,11194,11157,37
2022-12-20 00:00:00,211.23,316.97,10905,10908,-3
2022-12-20 01:00:00,661.76,649.45,10724,10726,-2
2022-12-20 02:00:00,576.36,566.36,10629,10632,-3
2022-12-20 03:00:00,701.87,636.56,10579,10582,-3
2022-12-20 04:00:00,297.97,636.26,10594,10575,19
2022-12-20 05:00:00,677.44,653.54,10621,10642,-21
2022-12-20 06:00:00,679.72,655.41,10757,10779,-22
2022-12-20 07:00:00,471.26,570.05,11036,11109,-73
2022-12-20 08:00:00,689.4,718.86,11435,11489,-54
2022-12-20 09:00:00,953.77,900.85,11692,11680,12
2022-12-20 10:00:00,795.92,717.25,11713,11747,-34
2022-12-20 11:00:00,930.82,720.03,11787,11808,-21
2022-12-20 12:00:00,717.25,773.94,11789,11813,-24
2022-12-20 13:00:00,800.66,848.49,11788,11796,-8
2022-12-20 14:00:00,842.66,891.89,11792,11791,1
2022-12-20 15:00:00,800.89,851.01,11751,11773,-22
2022-12-20 16:00:00,999.9,968.68,11799,11828,-29
2022-12-20 17:00:00,950.25,988.49,12033,12023,10
2022-12-20 18:00:00,999.99,999.99,12135,12101,34
2022-12-20 19:00:00,962.46,940.16,12010,12026,-16
2022-12-20 20:00:00,834.13,775.49,11927,11898,29
2022-12-20 21:00:00,713.49,705.25,11797,11747,50
2022-12-20 22:00:00,651.85,651.09,11616,11593,23
2022-12-20 23:00:00,212.24,221.98,11396,11336,60
2022-12-21 00:00:00,847.49,672.64,11084,11079,5
2022-12-21 01:00:00,655.41,435.14,10920,10904,16
2022-12-21 02:00:00,167.0,170.21,10782,10835,-53
2022-12-21 03:00:00,156.15,148.99,10786,10850,-64
2022-12-21 04:00:00,601.36,446.72,10861,10816,45
2022-12-21 05:00:00,207.12,428.87,10810,10797,13
2022-12-21 06:00:00,957.03,680.97,10891,10904,-13
2022-12-21 07:00:00,304.51,590.69,11164,11233,-69
2022-12-21 08:00:00,685.61,734.33,11555,11584,-29
2022-12-21 09:00:00,999.98,956.43,11820,11751,69
2022-12-21 10:00:00,999.99,999.99,11715,11764,-49
2022-12-21 11:00:00,999.99,999.99,11793,11870,-77
2022-12-21 12:00:00,999.99,999.99,11892,11911,-19
2022-12-21 13:00:00,999.99,999.99,11890,11889,1
2022-12-21 14:00:00,999.94,693.44,11862,11837,25
2022-12-21 15:00:00,689.61,704.9,11806,11824,-18
2022-12-21 16:00:00,999.96,995.15,11847,11838,9
2022-12-21 17:00:00,999.99,999.99,11985,12013,-28
2022-12-21 18:00:00,999.99,999.99,12117,12193,-76
2022-12-21 19:00:00,999.99,999.98,12110,12104,6
2022-12-21 20:00:00,868.0,778.5,12009,12011,-2
2022-12-21 21:00:00,850.48,700.82,11935,11858,77
2022-12-21 22:00:00,599.18,595.78,11719,11704,15
2022-12-21 23:00:00,246.74,158.59,11442,11384,58
2022-12-22 00:00:00,466.78,390.39,11118,11118,0
2022-12-22 01:00:00,131.78,242.81,10945,10981,-36
2022-12-22 02:00:00,999.97,792.98,10900,10844,56
2022-12-22 03:00:00,724.42,726.92,10788,10766,22
2022-12-22 04:00:00,725.25,626.53,10754,10728,26
2022-12-22 05:00:00,138.65,185.29,10756,10755,1
2022-12-22 06:00:00,422.66,526.57,10861,10890,-29
2022-12-22 07:00:00,713.39,751.18,11118,11159,-41
2022-12-22 08:00:00,580.05,733.41,11492,11575,-83
2022-12-22 09:00:00,999.77,894.52,11798,11774,24
2022-12-22 10:00:00,999.99,903.89,11847,11843,4
2022-12-22 11:00:00,749.25,731.79,11867,11846,21
2022-12-22 12:00:00,741.35,725.72,11850,11807,43
2022-12-22 13:00:00,999.95,729.9,11755,11741,14
2022-12-22 14:00:00,587.03,675.55,11678,11678,0
2022-12-22 15:00:00,675.55,603.21,11662,11636,26
2022-12-22 16:00:00,686.91,727.28,11672,11675,-3
2022-12-22 17:00:00,958.18,928.94,11828,11892,-64
2022-12-22 18:00:00,999.99,922.81,12034,12091,-57
2022-12-22 19:00:00,790.88,766.63,11996,11959,37
2022-12-22 20:00:00,741.35,651.8,11888,11883,5
2022-12-22 21:00:00,674.16,611.14,11828,11786,42
2022-12-22 22:00:00,757.05,554.5,11644,11588,56
2022-12-22 23:00:00,619.59,327.31,11348,11274,74
2022-12-23 00:00:00,121.36,124.12,11039,11103,-64
2022-12-23 01:00:00,179.36,173.4,10939,10907,32
2022-12-23 02:00:00,610.59,286.03,10789,10742,47
2022-12-23 03:00:00,175.47,187.19,10674,10694,-20
2022-12-23 04:00:00,162.7,167.02,10682,10656,26
2022-12-23 05:00:00,160.95,167.0,10678,10683,-5
2022-12-23 06:00:00,661.12,187.36,10775,10790,-15
2022-12-23 07:00:00,497.66,549.89,11027,11040,-13
2022-12-23 08:00:00,456.02,490.37,11344,11324,20
2022-12-23 09:00:00,960.18,660.11,11510,11541,-31
2022-12-23 10:00:00,32.22,298.61,11569,11669,-100
2022-12-23 11:00:00,999.99,727.88,11725,11683,42
2022-12-23 12:00:00,699.96,578.1,11634,11592,42
2022-12-23 13:00:00,95.34,132.72,11548,11535,13
2022-12-23 14:00:00,109.21,117.58,11502,11543,-41
2022-12-23 15:00:00,109.62,103.43,11510,11499,11
2022-12-23 16:00:00,86.57,96.86,11476,11390,86
2022-12-23 17:00:00,243.17,188.57,11565,11533,32
2022-12-23 18:00:00,667.08,572.89,11649,11645,4
2022-12-23 19:00:00,680.15,638.87,11536,11492,44
2022-12-23 20:00:00,564.41,547.22,11392,11386,6
2022-12-23 21:00:00,312.01,292.91,11309,11294,15
2022-12-23 22:00:00,986.94,789.64,11163,11096,67
2022-12-23 23:00:00,617.44,705.15,10861,10832,29
2022-12-24 00:00:00,627.44,801.27,10593,10584,9
2022-12-24 01:00:00,114.43,126.65,10414,10415,-1
2022-12-24 02:00:00,131.06,133.72,10314,10365,-51
2022-12-24 03:00:00,132.17,161.43,10327,10329,-2
2022-12-24 04:00:00,349.0,161.28,10324,10289,35
2022-12-24 05:00:00,112.41,115.25,10265,10270,-5
2022-12-24 06:00:00,108.1,109.59,10304,10330,-26
2022-12-24 07:00:00,438.16,119.95,10502,10423,79
2022-12-24 08:00:00,167.55,130.45,10617,10600,17
2022-12-24 09:00:00,151.06,113.09,10830,10805,25
2022-12-24 10:00:00,126.58,108.18,10953,10959,-6
2022-12-24 11:00:00,123.36,238.83,11062,11109,-47
2022-12-24 12:00:00,705.0,353.31,11125,11155,-30
2022-12-24 13:00:00,340.67,396.41,11141,11143,-2
2022-12-24 14:00:00,85.93,104.75,11083,11107,-24
2022-12-24 15:00:00,107.59,110.4,11019,11118,-99
2022-12-24 16:00:00,129.64,150.19,11115,11125,-10
2022-12-24 17:00:00,171.22,280.36,11317,11252,65
2022-12-24 18:00:00,291.06,173.0,11296,11290,6
2022-12-24 19:00:00,113.93,121.01,11131,11100,31
2022-12-24 20:00:00,122.24,187.69,10913,10868,45
2022-12-24 21:00:00,169.19,184.68,10768,10738,30
2022-12-24 22:00:00,104.73,118.27,10616,10652,-36
2022-12-24 23:00:00,103.37,104.39,10504,10459,45
2022-12-25 00:00:00,95.22,98.6,10245,10283,-38
2022-12-25 01:00:00,75.43,78.62,10155,10071,84
2022-12-25 02:00:00,85.53,88.58,9930,9941,-11
2022-12-25 03:00:00,65.19,76.01,9890,9820,70
2022-12-25 04:00:00,69.5,71.5,9805,9802,3
2022-12-25 05:00:00,69.58,74.68,9787,9826,-39
2022-12-25 06:00:00,73.48,86.43,9831,9831,0
2022-12-25 07:00:00,96.59,113.53,9868,9964,-96
2022-12-25 08:00:00,113.01,214.53,10094,10160,-66
2022-12-25 09:00:00,494.68,598.28,10330,10227,103
2022-12-25 10:00:00,109.96,111.62,10332,10370,-38
2022-12-25 11:00:00,106.78,105.06,10541,10489,52
2022-12-25 12:00:00,155.63,126.2,10523,10501,22
2022-12-25 13:00:00,186.24,150.5,10538,10476,62
2022-12-25 14:00:00,128.25,126.46,10468,10491,-23
2022-12-25 15:00:00,113.68,111.98,10505,10506,-1
2022-12-25 16:00:00,135.54,123.15,10613,10543,70
2022-12-25 17:00:00,107.41,137.57,10842,10727,115
2022-12-25 18:00:00,198.72,147.03,10830,10755,75
2022-12-25 19:00:00,104.22,87.08,10655,10553,102
2022-12-25 20:00:00,109.41,95.92,10494,10486,8
2022-12-25 21:00:00,255.06,157.07,10465,10407,58
2022-12-25 22:00:00,604.53,383.34,10320,10287,33
2022-12-25 23:00:00,590.8,326.01,10192,10099,93
2022-12-26 00:00:00,189.58,181.33,9940,9924,16
2022-12-26 01:00:00,81.66,91.41,9807,9854,-47
2022-12-26 02:00:00,79.23,77.91,9799,9776,23
2022-12-26 03:00:00,68.22,65.95,9728,9715,13
2022-12-26 04:00:00,63.49,66.73,9728,9691,37
2022-12-26 05:00:00,66.32,73.16,9705,9674,31
2022-12-26 06:00:00,68.99,73.55,9729,9692,37
2022-12-26 07:00:00,80.29,85.42,9839,9806,33
2022-12-26 08:00:00,99.82,92.61,10043,9960,83
2022-12-26 09:00:00,90.42,94.74,10170,10124,46
2022-12-26 10:00:00,101.75,103.39,10202,10210,-8
2022-12-26 11:00:00,86.97,95.47,10320,10314,6
2022-12-26 12:00:00,96.78,102.14,10376,10355,21
2022-12-26 13:00:00,100.35,97.89,10364,10402,-38
2022-12-26 14:00:00,96.54,101.21,10412,10400,12
2022-12-26 15:00:00,82.85,100.68,10358,10304,54
2022-12-26 16:00:00,100.02,104.51,10340,10306,34
2022-12-26 17:00:00,106.73,310.45,10546,10502,44
2022-12-26 18:00:00,394.76,328.53,10699,10648,51
2022-12-26 19:00:00,111.42,141.36,10559,10599,-40
2022-12-26 20:00:00,102.49,105.82,10496,10520,-24
2022-12-26 21:00:00,88.41,104.01,10428,10479,-51
2022-12-26 22:00:00,93.15,104.74,10324,10339,-15
2022-12-26 23:00:00,84.25,92.53,10136,10142,-6
2022-12-27 00:00:00,94.57,109.29,9948,9922,26
2022-12-27 01:00:00,124.11,325.36,9769,9697,72
2022-12-27 02:00:00,194.69,442.64,9585,9529,56
2022-12-27 03:00:00,352.3,785.16,9455,9436,19
2022-12-27 04:00:00,745.37,791.35,9435,9386,49
2022-12-27 05:00:00,324.07,383.57,9410,9424,-14
2022-12-27 06:00:00,120.58,215.37,9518,9542,-24
2022-12-27 07:00:00,369.77,329.54,9728,9783,-55
2022-12-27 08:00:00,207.95,157.97,10026,10032,-6
2022-12-27 09:00:00,326.99,162.16,10283,10331,-48
2022-12-27 10:00:00,352.89,164.53,10401,10450,-49
2022-12-27 11:00:00,410.25,389.24,10548,10568,-20
2022-12-27 12:00:00,550.73,360.51,10614,10605,9
2022-12-27 13:00:00,355.03,198.39,10607,10614,-7
2022-12-27 14:00:00,108.37,103.88,10620,10646,-26
2022-12-27 15:00:00,86.98,94.04,10640,10696,-56
2022-12-27 16:00:00,105.54,96.82,10729,10747,-18
2022-12-27 17:00:00,102.67,94.92,10969,11007,-38
2022-12-27 18:00:00,116.97,105.94,11148,11186,-38
2022-12-27 19:00:00,82.85,138.28,11063,11039,24
2022-12-27 20:00:00,635.56,178.61,10940,10908,32
2022-12-27 21:00:00,270.66,329.84,10786,10769,17
2022-12-27 22:00:00,109.42,125.75,10628,10577,51
2022-12-27 23:00:00,101.63,108.69,10321,10365,-44
2022-12-28 00:00:00,90.71,134.74,10119,10119,0
2022-12-28 01:00:00,94.19,108.26,9964,9994,-30
2022-12-28 02:00:00,107.5,107.27,9864,9873,-9
2022-12-28 03:00:00,83.35,91.28,9812,9789,23
2022-12-28 04:00:00,108.46,114.1,9806,9784,22
2022-12-28 05:00:00,109.01,149.93,9788,9803,-15
2022-12-28 06:00:00,92.87,114.22,9880,9881,-1
2022-12-28 07:00:00,108.78,114.54,10081,10122,-41
2022-12-28 08:00:00,109.71,186.68,10389,10405,-16
2022-12-28 09:00:00,379.66,466.49,10597,10587,10
2022-12-28 10:00:00,466.95,572.61,10638,10638,0
2022-12-28 11:00:00,374.11,518.09,10735,10734,1
2022-12-28 12:00:00,414.94,512.41,10779,10771,8
2022-12-28 13:00:00,351.18,461.0,10781,10773,8
2022-12-28 14:00:00,316.34,327.98,10744,10716,28
2022-12-28 15:00:00,309.19,290.44,10723,10729,-6
2022-12-28 16:00:00,144.97,158.48,10798,10784,14
2022-12-28 17:00:00,578.41,529.05,11021,10984,37
2022-12-28 18:00:00,657.57,564.3,11176,11115,61
2022-12-28 19:00:00,308.43,249.25,11004,10967,37
2022-12-28 20:00:00,342.88,284.41,10844,10875,-31
2022-12-28 21:00:00,409.44,368.3,10775,10722,53
2022-12-28 22:00:00,688.62,484.04,10605,10516,89
2022-12-28 23:00:00,364.25,241.32,10288,10265,23
2022-12-29 00:00:00,107.26,108.58,10082,10109,-27
2022-12-29 01:00:00,256.25,217.63,9983,9927,56
2022-12-29 02:00:00,129.58,101.11,9817,9792,25
2022-12-29 03:00:00,86.9,88.69,9746,9742,4
2022-12-29 04:00:00,88.34,88.11,9727,9740,-13
2022-12-29 05:00:00,93.67,89.24,9749,9777,-28
2022-12-29 06:00:00,98.61,93.81,9888,9906,-18
2022-12-29 07:00:00,94.18,141.67,10051,10147,-96
2022-12-29 08:00:00,95.05,118.12,10414,10451,-37
2022-12-29 09:00:00,408.96,254.8,10671,10648,23
2022-12-29 10:00:00,88.21,89.41,10667,10741,-74
2022-12-29 11:00:00,90.89,89.22,10857,10834,23
2022-12-29 12:00:00,96.45,88.41,10885,10866,19
2022-12-29 13:00:00,86.72,86.31,10841,10801,40
2022-12-29 14:00:00,367.32,94.24,10784,10770,14
2022-12-29 15:00:00,350.77,306.9,10743,10818,-75
2022-12-29 16:00:00,189.09,288.42,10853,10809,44
2022-12-29 17:00:00,86.75,227.28,11005,11063,-58
2022-12-29 18:00:00,93.73,104.45,11227,11258,-31
2022-12-29 19:00:00,93.99,88.52,11148,11159,-11
2022-12-29 20:00:00,88.72,88.73,11066,11020,46
2022-12-29 21:00:00,90.24,88.88,10927,10886,41
2022-12-29 22:00:00,88.47,89.07,10726,10705,21
2022-12-29 23:00:00,84.25,87.09,10467,10461,6
2022-12-30 00:00:00,76.49,86.21,10241,10205,36
2022-12-30 01:00:00,71.58,71.43,10020,9978,42
2022-12-30 02:00:00,67.43,69.1,9876,9907,-31
2022-12-30 03:00:00,64.48,69.1,9833,9858,-25
2022-12-30 04:00:00,65.0,69.1,9831,9878,-47
2022-12-30 05:00:00,68.98,69.93,9897,9895,2
2022-12-30 06:00:00,69.59,74.87,9975,10017,-42
2022-12-30 07:00:00,72.95,81.05,10184,10255,-71
2022-12-30 08:00:00,75.35,81.67,10490,10542,-52
2022-12-30 09:00:00,83.3,87.87,10745,10696,49
2022-12-30 10:00:00,83.71,84.65,10738,10773,-35
2022-12-30 11:00:00,344.43,285.91,10854,10806,48
2022-12-30 12:00:00,90.35,323.67,10821,10836,-15
2022-12-30 13:00:00,511.34,482.58,10807,10739,68
2022-12-30 14:00:00,454.56,349.42,10721,10693,28
2022-12-30 15:00:00,62.16,77.51,10674,10714,-40
2022-12-30 16:00:00,79.01,80.14,10761,10781,-20
2022-12-30 17:00:00,81.93,80.01,11019,11052,-33
2022-12-30 18:00:00,82.33,80.13,11222,11258,-36
2022-12-30 19:00:00,75.44,80.0,11134,11083,51
2022-12-30 20:00:00,83.42,81.99,10954,10896,58
2022-12-30 21:00:00,137.4,85.15,10778,10756,22
2022-12-30 22:00:00,84.84,83.72,10633,10643,-10
2022-12-30 23:00:00,81.88,75.45,10474,10485,-11
2022-12-31 00:00:00,70.79,71.78,10264,10239,25
2022-12-31 01:00:00,60.03,58.89,10072,10091,-19
2022-12-31 02:00:00,61.5,61.02,9982,9962,20
2022-12-31 03:00:00,59.24,61.7,9877,9888,-11
2022-12-31 04:00:00,62.17,62.07,9864,9854,10
2022-12-31 05:00:00,62.19,63.76,9845,9822,23
2022-12-31 06:00:00,63.75,64.32,9866,9852,14
2022-12-31 07:00:00,65.18,65.37,9950,9963,-13
2022-12-31 08:00:00,90.64,65.07,10176,10124,52
2022-12-31 09:00:00,64.96,108.22,10324,10277,47
2022-12-31 10:00:00,479.47,164.54,10359,10356,3
2022-12-31 11:00:00,102.1,73.91,10419,10463,-44
2022-12-31 12:00:00,64.46,67.04,10535,10543,-8
2022-12-31 13:00:00,80.85,79.28,10542,10557,-15
2022-12-31 14:00:00,116.77,107.74,10538,10544,-6
2022-12-31 15:00:00,120.0,82.95,10520,10498,22
2022-12-31 16:00:00,214.26,191.63,10551,10501,50
2022-12-31 17:00:00,144.97,217.88,10738,10660,78
2022-12-31 18:00:00,381.56,285.83,10833,10820,13
2022-12-31 19:00:00,243.86,237.47,10700,10679,21
2022-12-31 20:00:00,72.29,111.21,10543,10579,-36
2022-12-31 21:00:00,63.62,64.86,10470,10440,30
2022-12-31 22:00:00,68.58,66.18,10340,10338,2
2022-12-31 23:00:00,94.78,72.46,10193,10156,37
2023-01-01 00:00:00,64.46,67.24,9975,9973,2
